սարդի ցանց,паутина,Уроки 51-55,,
ոստայն,нитка,Уроки 51-55,,
խառն եմ,я очень занят (много дел),Уроки 51-55,,
խառը,смешанный,Уроки 51-55,,
սառը,холодный,Уроки 51-55,,
դառը,горький,Уроки 51-55,,
ուրիշ,"другой, иной",Уроки 51-55,,
այլ,"другой, иной",Уроки 51-55,,
մասին,"о, про",Уроки 51-55,,
խոսակցական ակումբ,разговорный клуб,Уроки 51-55,,
առաջ,раньше,Уроки 51-55,,
ուշադրություն,внимание,Уроки 51-55,,
սպասված,долгожданный,Уроки 51-55,,
դեղին,жёлтый,Уроки 51-55,,
համբույր/ պաչիկ,поцелуй,Уроки 51-55,,
գիրկ,объятие,Уроки 51-55,,
գրկել,обнять,Уроки 51-55,,
դնել,поставить,Уроки 51-55,,
զարթնել,проснуться,Уроки 51-55,,
չունեմ,У меня нет (сейчас),Уроки 51-55,,
չունեի,У меня не было,Уроки 51-55,,
անգամ,раз,Уроки 51-55,,
երեք անգամ շաբաթը,три раза в неделю,Уроки 51-55,,
մենակ,только; один (живу/делаю один),Уроки 51-55,,
մարդ,человек,Уроки 51-55,,
մարդիկ,люди,Уроки 51-55,,
տղամարդ,мужчина,Уроки 51-55,,
տղամարդիկ,мужчины,Уроки 51-55,,
բնապահպանություն,экология; охрана природы,Уроки 51-55,,
բնություն,природа,Уроки 51-55,,
պահպանել,защищать; сохранять,Уроки 51-55,,
էկոլոգիական,экологический,Уроки 51-55,,
բնապահպանական,экологический ,Уроки 51-55,,
ռուս,русский,Уроки 51-55,,
ռուսաստանցի,россиянин,Уроки 51-55,,
կարևոր,важный,Уроки 51-55,,
ըստ ինձ,по-моему,Уроки 51-55,,
համերգ,концерт,Уроки 51-55,,
երաժշտություն,музыка,Уроки 51-55,,
հավես չկա / չունեմ,у меня нет желания / настроения,Уроки 51-55,,
երկու շաբաթը մեկ՝ երկուշաբթի,"раз в две недели, по понедельникам",Уроки 51-55,,
երկուս ու կես,два с половиной,Уроки 51-55,,
քնել,спать,Уроки 51-55,,
հավանել,"нравиться, полюбить",Уроки 51-55,,
արշավ,поход,Уроки 51-55,,
սկզբում,в начале,Уроки 51-55,,
հիշել,помнить,Уроки 51-55,,
միշտ,всегда,Уроки 51-55,,
հիվանդանալ – հիվանդացել,заболеть – заболел,Уроки 56-60,,
մենք հիվանդացել ենք երկու անգամ,мы болели два раза,Уроки 56-60,,
միրգ,фрукт,Уроки 56-60,,
դեռ,"ещё, пока что",Уроки 56-60,,
ծանոթ,знакомый,Уроки 56-60,,
երգչախումբ,хор,Уроки 56-60,,
մասին,"о, про",Уроки 56-60,,
անցկացնել,провести,Уроки 56-60,,
տարբեր,разные,Уроки 56-60,,
հավաքել,собирать,Уроки 56-60,,
աղեղնավոր,стрелец (знак зодиака),Уроки 56-60,,
աղեղ,лук (оружие) / смычок,Уроки 56-60,,
մտածել է տալիս / ա տալիս,заставляет задуматься,Уроки 56-60,,
մտածելու տեղ ա տալիս,есть над чем подумать,Уроки 56-60,,
փակել եմ տվել,я попросила / заставила закрыть,Уроки 56-60,,
ծնողներ,родители,Уроки 56-60,,
ծնել,родить,Уроки 56-60,,
ծնող,родитель,Уроки 56-60,,
պարել,танцевать,Уроки 56-60,,
հեռու,далеко,Уроки 56-60,,
փորձնական,пробный,Уроки 56-60,,
փորձ,"попытка, опыт",Уроки 56-60,,
փորձել,пробовать,Уроки 56-60,,
հանդերձարան,примерочная,Уроки 56-60,,
երգել,петь,Уроки 56-60,,
որի մասին,про которое,Уроки 56-60,,
ժամանակակից,современный,Уроки 56-60,,
արվեստ,искусство,Уроки 56-60,,
ժամանակակից արվեստի մասին,о современном искусстве,Уроки 56-60,,
մեկ-մեկ,иногда,Уроки 56-60,,
դասական,классический,Уроки 56-60,,
մանուշակագույն,фиолетовый,Уроки 56-60,,
անցած,прошлый,Уроки 56-60,,
թանկ,дорого,Уроки 56-60,,
կատակ,шутка,Уроки 56-60,,
հումոր,юмор,Уроки 56-60,,
բնակարան,квартира,Уроки 56-60,,
Ֆրանսիացի (суффикс -ացի),француз,Уроки 56-60,,
գերմանացի,немец,Уроки 56-60,,
վրացի,грузин,Уроки 56-60,,
քաղաք,город,Уроки 56-60,,
քաղաքացի,гражданин,Уроки 56-60,,
քաղաքացիություն,гражданство,Уроки 56-60,,
ՀՀ,РА,Уроки 56-60,,
Հայաստանի Հանրապետություն,Республика Армения,Уроки 56-60,,
ՀՀ դրամ,армянский драм,Уроки 56-60,,
անձնագիր,паспорт,Уроки 56-60,,
ՌԴ ռուբլի,российский рубль,Уроки 56-60,,
ԱՄՆ դոլար,доллар США,Уроки 56-60,,
Ամերիկայի Միացյալ Նահանգներ,Соединённые Штаты Америки,Уроки 56-60,,
հանգստանալ,отдыхать,Уроки 56-60,,
ուրախանալ,радоваться,Уроки 56-60,,
լվանալ,мыть,Уроки 56-60,,
լավանալ,поправиться,Уроки 56-60,,
ամուսնանալ,жениться / выйти замуж,Уроки 56-60,,
հիանալ,восхищаться,Уроки 56-60,,
վախենալ,бояться,Уроки 56-60,,
բարձրանալ,подняться,Уроки 56-60,,
հպարտանալ,гордиться,Уроки 56-60,,
վերջանալ,закончиться,Уроки 56-60,,
ընկերանալ,подружиться,Уроки 56-60,,
ծանոթանալ,познакомиться,Уроки 56-60,,
միանալ,"соединиться, объединиться",Уроки 56-60,,
կապ չունի,"неважно, не имеет значения, мне без разницы",Уроки 56-60,,
բոյով,высокий (о человеке),Уроки 56-60,,
բարձրահասակ,высокого роста,Уроки 56-60,,
ցածրահասակ,низкого роста,Уроки 56-60,,
կարճ,короткий; невысокий (о человеке),Уроки 56-60,,
հասցնել,успеть,Уроки 56-60,,
սոված,голодный,Уроки 56-60,,
քշել,"вести, водить",Уроки 56-60,,
վարել,"вести, водить",Уроки 56-60,,
նրանք,они,Уроки 61-65,,
իրանք,они (разг.),Уроки 61-65,,
նրանց,их,Уроки 61-65,,
իրանց,их (разг.),Уроки 61-65,,
Կողքը,"возле, рядом",Уроки 61-65,,
այսպես,так,Уроки 61-65,,
տենց,так (разг.),Уроки 61-65,,
հոգնել,устать,Уроки 61-65,,
նման,"похожий, как",Уроки 61-65,,
ձայնագրություն,запись,Уроки 61-65,,
չեղարկել,отменить,Уроки 61-65,,
ընտրանի,выбор,Уроки 61-65,,
ընտրել,выбирать,Уроки 61-65,,
տեսակ,"вид, сорт",Уроки 61-65,,
խմիչք,напиток,Уроки 61-65,,
ըմպելիք,напиток,Уроки 61-65,,
հյութ,сок,Уроки 61-65,,
թխվածք,выпечка,Уроки 61-65,,
ընդեղեն,"злаки, орехи",Уроки 61-65,,
չիր,сухофрукты,Уроки 61-65,,
զարդարել,украсить,Уроки 61-65,,
զարդարանք,украшения,Уроки 61-65,,
ինքնատիպ,"оригинальный, своеобразный",Уроки 61-65,,
նախընտրել,предпочитать,Уроки 61-65,,
նյութ,"материал, вещество",Уроки 61-65,,
դեմք,лицо,Уроки 61-65,,
ուրիշ,другой,Уроки 61-65,,
դրա համար,поэтому,Уроки 61-65,,
ուղղակի,просто,Уроки 61-65,,
ասելու բան չկա,нечего говорить,Уроки 61-65,,
անելու բան չկա,нечего делать,Уроки 61-65,,
ուտելու բան չկա,нечего есть,Уроки 61-65,,
սովորականի պես,как обычно,Уроки 61-65,,
հույս ունեմ,надеюсь,Уроки 61-65,,
հուսով եմ,надеюсь,Уроки 61-65,,
կլինի,будет,Уроки 61-65,,
հասցե,адрес,Уроки 61-65,,
դուրս գալ,"выходить, выйти",Уроки 61-65,,
քան,чем,Уроки 61-65,,
չեղարկել,отменить,Уроки 61-65,,
կազմակերպել,организовать,Уроки 61-65,,
կազմակերպիչ,организатор,Уроки 61-65,,
կազմակերպող,организующий,Уроки 61-65,,
գտնել,найти,Уроки 61-65,,
առյուծ,лев,Уроки 61-65,,
արքան,"царь, король",Уроки 61-65,,
վախեցնող,пугающий,Уроки 61-65,,
երախ,пасть,Уроки 61-65,,
խոշոր,крупный,Уроки 61-65,,
ցամաք,суша,Уроки 61-65,,
ճարպիկ,ловкий,Уроки 61-65,,
ձագուկ,детёныш,Уроки 61-65,,
փոր,живот,Уроки 61-65,,
կրել,носить,Уроки 61-65,,
պարկ,сумка,Уроки 61-65,,
ուսապարկ,рюкзак,Уроки 61-65,,
պայուսակ,сумка,Уроки 61-65,,
քնկոտ,сонливый,Уроки 61-65,,
սուր,острый (нож),Уроки 61-65,,
եղնիկ / եղջերու,олень,Уроки 61-65,,
եղջյուր,рог,Уроки 61-65,,
արագ,быстро,Уроки 61-65,,
զոլեր,полоски,Уроки 61-65,,
պաշտպանել,защищать,Уроки 61-65,,
գիշատիչ,хищник,Уроки 61-65,,
գետաձի,бегемот,Уроки 61-65,,
անցկացնել,проводить,Уроки 61-65,,
մեծ մասը,большая часть,Уроки 61-65,,
ջղային,"злой, сердитый",Уроки 61-65,,
բրդոտ,мохнатый,Уроки 61-65,,
բուրդ,шерсть,Уроки 61-65,,
մասամբ,частично,Уроки 61-65,,
պահ,момент,Уроки 61-65,,
այս պահին,на данный момент,Уроки 61-65,,
արհեստական բանականություն,искусственный интеллект,Уроки 61-65,,
անել մինչև վերջ,сделать до конца,Уроки 61-65,,
ծովատառեխ,селёдка,Уроки 61-65,,
օգտագործել,использовать,Уроки 61-65,,
խեցգետնի ձողիկներ,крабовые палочки,Уроки 61-65,,
օձ,змея,Уроки 61-65,,
բարձր,высокий,Уроки 61-65,,
բարձրություն,высота,Уроки 61-65,,
մութ,тёмный,Уроки 61-65,,
մթություն,темнота,Уроки 61-65,,
ինքնաթիռ,самолёт,Уроки 61-65,,
թռչել,летать,Уроки 61-65,,
